LID,Smiles
267,O=C1c2cc(N)ccc2C(=O)N1c1ccc(cc1)Sc1ccc(N)cc1
268,P(=O)(O)(O)O[P@](=O)(O)OC[C@H]1O[C@H]([C@@H]([C@@H]1N)O)n1cnc2c(N)ncnc12
269,c1c(Nc2n3ncnc3nc(c2)C)cc2cc3c(cc2c1)cccc3
270,C1C[C@@H](C([C@@H]2CC[C@@]3([C@@H]([C@@]12C)C(=O)C=C1[C@]3(CC[C@@]2([C@H]1C[C@](CC2)(C(=O)O)C)C)C)C)(C)C)OC(=O)CCC(=O)O
271,c1c(C)c2nc(N)[nH]c(=O)c2cc1
272,c1(c(cc(c(c1)c1cncnc1)F)F)[C@]1(C)CCSC(=N1)N
273,NC(=O)c1cc(ccc1)Nc(n2)nccc2Nc3c(Cl)ccc(c34)OCO4
274,N[C@@H](CS(O)(O)O)C(=O)O
275,[C@]12(NC[C@@H](CC1)C2(C)C)C
276,CC[C@@](C#N)(C)Nc1nc(nc(n1)Cl)NCC
277,N(=C\c1ccc(S(=O)(=O)N(C[C@H]([C@@H](NC(=O)[C@@H](n2ccn(c2=O)Cc2nc(sc2)C)C(C)C)Cc2ccccc2)O)CC(C)C)cc1)/O
278,[C@]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)(C)OP(=O)(O)O
279,[nH]1nnnc1NC2=CC(=O)CCC2
280,c1cccc(c1)CNC=O
281,O=C(Nc1nccs1)C(=O)NC1CCCC1
282,N1[C@H](C(=O)N2[C@H](C1=O)CCC2)C[C@@H]1N=CN=C1
283,Nc1nc(=O)c2nn(nc2[nH]1)c1cccc(c1)C(=O)O
284,O=C1[C@H](CC)C(=NN1c1n[nH]nn1)C
285,c1(ccc(cc1)CN)c1cccs1
286,COc1cc2ncn(c3cc(O[C@H](C)c4ccccc4Cl)c(s3)C(=O)N)c2cc1OC
287,O=C(O)c1cc(ccc1OCC(=O)O)C[C@@H](C(=O)NCCCCC)NC(=O)[C@@H](NC(=O)OC(C)(C)C)Cc1ccccc1
288,c1c2c(n(C)n1)c(ncn2)NCCc1cnc(s1)NC(=O)Nc1cc(ccc1)C(F)(F)F
289,Clc1c(Oc2cc(C#N)cc(c2)Cl)cc(cc1)OCC1=NN=C2N=CC=C[C@@H]12
290,c1c2ccccc2ccc1C(=O)N/N=C/c1cc(Br)c(O)c(Br)c1O
291,o1c(C(=O)O)ccc1c1c(cccc1)C(F)(F)F
292,O=C(O)CSC
293,c12C(=O)N(C(=O)c3c1c(ccc3)ccc2)CC(=O)O
294,OC(=O)[C@H](O)[C@@H](O)C(=O)NCCC
295,c1ccccc1[C@H](n1ccnc1)c1ccc(cc1)c1ccccc1
296,c1c(c(cc(c1F)F)C[C@H](CC(=O)N1CCCNC(=O)[C@H]1C)N)F
297,O=C1N[C@]2(c3c(ccc(F)c3)O[C@H](C(=O)N)C2)C(=O)N1
298,N#Cc1cc(Cl)cc(c1)Oc1c(Br)ccc(c1F)Cc1nnc2-c1ccn[nH]2
299,N[C@@H]([C@H](O)COP(=O)(O)O)C(=O)O
300,CC(C)(C)n1nc(c2c1ncnc2N)Cc1cc(ccc1)O
301,O=c1n(CCNCc2c3c(ccc(Cl)c3)sc2)c(Cl)cnc1NCCc1ccccn1
302,C1(=C(N=NC1)c1ncccc1)c1c2c(ncc1)cccc2
303,O[C@@H]1O[C@@H]([C@H](O[C@H]2[C@@H]([C@H]([C@H]([C@@H](CO)O2)O[C@H]2[C@@H]([C@H]([C@H]([C@@H](CO)O2)O)O)O)O)O)[C@H](O)[C@H]1O)CO
304,c1c2c(c(ncn2)N2C[C@@H](CC2)Oc2nc3c(cccc3)nc2)cc(OC)c1OC
305,[O-]P([O-])(=O)OP([O-])(=O)OC[C@@H]1[C@@H](N=[N+]=[N-])C[C@@H](O1)n(c2)c(=O)[nH]c(=O)c2C
306,COc1ccc(cc1)S(=O)(=O)[C@@H](C(F)F)CC(=O)O
307,O[C@@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2)C)C
308,[P@](=O)(OC[C@@H](CO)O)(OCCN)O
310,c1(c(cc(cc1OC)/C=C/C(=O)O)OC)O
311,c1(c2n(nc1)c(cc(n2)c1ccccc1)NCc1cnccc1)CO
312,c1(c2c(c(cc1)N(=O)=O)C(=O)c1c(C2=O)c(ccc1)O)O
313,CCCC[C@H](NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)[C@@H](C(=O)NC1=NN=CC1)O
314,s1c(nc(c1C(=O)O)C)c1cc(c(cc1)OCC(C)C)C#N
315,NC(=NOCCCOc1cc(cc(c1)C(=O)N(CC=C)C1CCCC1)Cl)N
316,O=C(OCC)c1c(C)nn(c1C)c1ccc(cc1)OC
317,O=C(CCCCCNc1c2=NCN=c2ncn1)Nc1cccc(c1)C(=O)NCCC=C
318,O=C(COC1CCCC1)N1[C@H](C(=O)NCc2ccc(C(=N)N)cc2)CCC1
319,c1(ccc2c(c1)[nH]c(n2)c1cc([C@H](C(=O)O)CC(=O)O)cc(c1O)c1c(cccc1)F)C(=N)N
320,O=C1NC(=O)[C@@H](c2c1cccc2NC(=O)[C@@H](OC(=O)C)c1cccc(Cl)c1)O
321,[nH]1cnc2c(c1=O)ncn2[C@H]1[C@H](O)[C@H](O)[C@H](O1)CO
322,COc(c1)ccc(OC)c1Cc(c2C)cnc(c23)nc(N)nc3N
323,[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)(O)C(=O)NO
324,n1c(cc(c2cc3c(cc2)cc(cc3)OC)n1[C@H](c1ccc(cc1)C(=O)NCCC(=O)O)C)c1cc(cc(c1)Cl)Cl
325,C1COCCN1c1nsnc1OC[C@@H](O)CNC(C)(C)C
326,[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@H](O1)CO)c1nc2c(cccc2)[nH]1
327,O[C@H]1C[C@H](O)[C@@H](/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@H](C2CC2)O)C)C)/C1)C
328,c1c2c(ccc1CN)OCC12CCN(CC1)C(=O)c1oc(cc1)C#Cc1ccccc1
329,C1CN(C)CCN1C1CCN(CC1)C(=O)Nc1cc(ccn1)Oc1cc(F)c(cc1)NC(=O)C1(CC1)C(=O)Nc1ccc(F)cc1
330,c1ccnc2c1c(c(s2)C(=O)O)OCC(=O)O
332,c1ccccc1C(N/C(=N/CC(=O)O)/Nc1ccc(C#N)cc1)c1ccccc1
333,c12=C(C3=CC=CCC3=c1cccc2)NOCCC(=O)O
334,c1cccc2c1cc(cc2)NC(=O)/C(=C/C1=NC=NC1)/N
335,Nc1cc(nc([n+]1[O-])N)N1CCCCC1
336,c1cc(F)cc(F)c1n1c2nc(N3C[C@H]4[C@H](N)[C@H]4C3)c(cc2c(=O)c(c1)C(=O)O)F
337,C1(=O)/C(=C\C2=NC(=C[C@@H]2C)C)/c2c(cccc2)N1
338,C1C(=O)c2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(OC)cc1
339,O=C1N=C(c2cc(C)c(O)cc2)CC(=N1)c1ccccc1
340,C(=N\C(=O)CCNC(=O)[C@@H](C(CO)(C)C)O)/CS
341,s1c(c(c(c1c1cc(ccc1)NC1CCCCC1)Br)OCC(=O)O)C(=O)O
342,C1(=CC2=NN=C[C@H]2C=C1)N(=O)=O
343,s1ccnc1NC(=O)c1ncccc1NC(=O)OC(C)(C)C
344,O[C@H](C)[C@H]1O[C@@H](n2cnc3c2ncnc3C)[C@H](O)[C@@H]1O
345,Clc1cc(c(s1)Cl)c1nc(ncc1)N
346,O=c1[nH]c2ccccc2cc1
347,C(=O)([C@@H]1CCCCN1C(=O)[C@H](c1cc(c(c(OC)c1)OC)OC)CC)O[C@@H](c1cccc(OCC(=O)O)c1)CCc1cc(c(cc1)OC)OC
348,Fc1ccc(NC(=O)c2[nH]ncc2NC(=O)c2c(F)cccc2F)cc1
349,c1cc2c(cc1)c1c(cc2N)cccc1
350,c1cn(c(=O)o1)/N=C/c1c(cccc1)C#Cc1cc(nc(n1)N)C
351,n1cnc2c(c1N)ncn2[C@H]1[C@H](O)[C@H](O)[C@H](O1)CO[P@@](=O)(O)O[P@](=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)cc1
352,CC(C)[C@H]1C(=O)N[C@H](C(=O)O)Cc2ccc(cc2)OCCCCC(=O)N1
353,N[C@H](C(=O)NO)CC(C)C
354,COc1ccc(cc1)C1=C(N=N[C@H]1C(=O)NCC)c1cc(Cl)c(O)cc1O
355,c1cc2CN([C@H](Cc2cc1)C(=O)O)S(=O)(=O)c1ccc(c2ccccc2)cc1
356,c1cc2c(cc1)c(ccc2)[C@@H](O)P(=O)(O)O
357,CCCCCCCCCCCO
358,Nc1ccc(Cn2nnc3[C@@H](c4ccco4)N=C(Nc23)N)cc1C
359,CC(c1c(c(=O)[nH]o1)C[C@@H](C(=O)O)N)(C)C
360,[C@@H]1([C@@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@H](CN2C)CCC)[C@H](O)[C@H](O)[C@H]([C@H](O1)SC)O
361,OS(O)(O)Nc1ccc2c(c1)CN(C(=O)OC(C)(C)C)[C@H](C(=O)NC)C2
362,s1ccnc1NC(=O)c1ncccc1NC(=O)C(C)(C)C
363,C1CCCCN1C(=O)C(=O)OCC
364,NCCNCCNCCN
365,c1cc2c(cc1)cc(c(c2)NC(=O)C(=O)O)C(=O)O
366,CCS(O)(O)O
367,O=C1C(=C(C(=O)N1)c1cn(c2c1cccc2)CC[C@@H]1CCCN1C)C1=CN=C2[C@H]1C=CC=C2
368,CCCCCCCC(=O)N(CCO)C[C@H]([C@H]([C@H]([C@H](CO)O)O)O)O
369,Nc1ccc(c(c1)C)C
370,O[C@H]([C@@H]1[N@]2CC[C@H]([C@H](C2)C=C)C1)c1ccnc2c1cc(cc2)OC
371,Cc1ccc(C)c(OC[C@@H](O)CN2CCOCC2)c1
372,C1C[C@H](CC[C@@H]1N(C(=O)C)C)[C@@H]([C@@H](C(=O)N1C[C@H](CC1)F)N)C
373,Clc1c(cc(O)c(c1)c1[nH]ncc1C(=O)NCc1ccc(cc1)S(=O)(=O)N)O
374,n1(c(=O)[nH]c(=O)cc1)C[C@H](N)C(=O)O
375,o1c(c(cc1)C(=S)Nc1cc(c(cc1)Cl)/C=N/OC(C)(C)C)C
376,c1c(cc(cc1)/C=C/COc1cccc(c1C(=O)OC)O)c1onc(c1CO)C(=O)O
377,CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(c4ccccc4SCCO)n3c2)n(n1)c1ccc(O)c(Cl)c1
378,OC[C@H]1O[C@@](O)(C(=O)N)[C@H](O)[C@@H](O)[C@@H]1O
379,c1ccccc1c1ccc(cc1)Cn1ccnc1
380,P(=O)(O)(O)/C=C/CCSc1c(O)cccc1
381,N1=C2[C@@H](C=C1)C(=O)N=C(N)N2
382,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NC[C@H]1CN=C2N=C(NC(=O)[C@@H]2N1C)N
383,C12=C(Oc3cc(cc(c3)C#N)C#N)[C@@H](C=CC1=NN=C2C)F
384,[C@]12(CCCN2C(=O)C(=C1C#N)c1cc(cc(c1)Cl)Cl)Cc1ccc(cc1)C#N
385,c1(c(C#C[C@H](C)c2cc(cc(c3c(C)cccc3C)c2)OC)c(C)nc(N)n1)N
386,c1c(ccc(c1)S(=O)(=O)N(C)c1ccnn1c1ccccc1)C
387,c1nc2oc(c3ccccc3)c(c2c(N(CCO)C)n1)c1ccccc1
388,CCCCC(=O)OC[C@@H](OC(=O)CCCC)CO[P@@](=S)(S)OCC[N+](C)(C)C
389,CN[C@H](CNC(=O)N1C[C@@H](CCC1)[C@@H](OCCNC(=O)OC)c1cc(ccc1)Cl)C[C@@H]1COCCC1
390,Fc1c(C#C[C@@H](O)[C@@H](N)[C@H](O)C)c2c(NC(=O)/C/2=C\c2c(OC)cc[nH]2)cc1
391,N#C[C@H]1N(CCC1)C(=O)CNC(C)(C)CNC(=O)c1cn2nc(cc2nc1)C
392,n1(c(=O)[nH]c(=O)cc1)[C@H]1[C@H](O)[C@@H]([C@H](O1)CO[P@@](=O)(O)O[P@](=O)(O)Oc1ccccc1)O
393,Nc1ncccc1NCc1cc(ccc1OCc1ccccn1)C1=C[C@@H]2C(=CC=N2)C=C1
394,Fc1cccc(c1C(=O)N)Nc2nc(nc(c23)[nH]cc3)Nc(cc4)c(OC)cc4CS(=O)(=O)C
395,c12ccccc1cccc2C[C@H](CC(=O)O)N1C(=O)c2cc(C(=O)O)ccc2C1=O
396,n1c(ccc(c2cc(N3C[C@@H]([C@@H](c4cc(c(F)cc4F)F)C3)N)ncn2)c1)OC
397,c1(c(c(C)ccc1)O)CC=C
398,Clc1c(O)cc(O)c(c1)c1[nH]ncc1N1CCNCC1
399,N[C@@H](COS(O)(O)O)C(=O)O
400,C(=C(\NC(=O)c1ccccc1)/C(=O)O)\c1ccc(cc1)Oc1c(cccc1)Br
401,CC[C@H](C)C(=O)O
402,Brc1cc(c(cc1)N)C(=O)N1C[C@H](C)C[C@@H](C1)C
403,Cc1nn(C)c2[NH+]([O-])c3ccc(Cl)cc3C(=O)c12
404,OC(=O)CCc1c(C)/c/2=C\C3=N/C(=C\c4[nH]c(c(c4CCC(=O)O)C)/C=C\4/N=C(/C=c\1/[nH]2)C(=C4/C=C/C(=O)O)C)/C(=C3CCC(=O)O)C
405,C=C/C=N/[C@@H]1C=Cc2c1cccc2O
406,c1cc(c(cc1Sc1nncn1C)C(=O)Nc1nc(cs1)C)NC
407,c1(cc(c(cc1)F)[C@@H]1NN([C@@](C1)(c1ccccc1)/C=C/CN)C(=O)NCC)F
408,[O-]C(=O)CCCC(=O)Nc1ccc(cc1)NC(=O)C[N@@+]([O-])(CCC2)[C@H](CC3)[C@@]2(C)[C@H](O4)[C@@]34C
409,c12c(c3c(c4-c5c(CCc14)cc(cc5)OC(C)C)C(=O)N=C3)c1c(n2CCO)cccc1
410,C1(=NN=C(C1)NC(=O)c1ccccc1)C1CC1
411,c1cc2c(c(c1)F)C(=N[C@@]2(c1cccc(c1)c1cncnc1)c1ccnc(c1)C(F)F)N
412,C1COCCN1C(=O)Cn1c2cc(C(=O)O)ccc2c(C2CCCCC2)c1c1ccccc1
413,OCCOCn1c(=O)[nH]c(=O)c(c1)Cc1cccc(c1)OCc1ccccc1
414, Cc1c2n3c(c1CCC(=O)O)C=C4C(=C(C5=Cc6c(c(c7n6[Co]3(N45)N8C(=C7)C(=C(C8=C2)CCC(=O)O)C)CCC(=O)O)C)CCC(=O)O)C
415,c1cc(ccc1S(=O)(=O)N)N1C2=C3C(=NN=C3)C=C[C@H]2C(=N1)C(=O)N
416,c1(ccc(CO)cc1NC(=O)c1ccc(C#N)o1)N1CCC(CC1)C
417,OC(=O)C1=NC(=O)c2c1c1=c3c(=Nc1c1c2=c2c(=N1)cccc2)cccc3
418,NCCNC[C@@H](N)CCCNC(=N)NN(=O)=O
419,c1ccccc1C[C@@H](C(=O)O)CC(O)(O)CN(=O)=O
420,O[C@@H]([C@H](CC(=O)O)C(=O)O)C(=O)O
421,c1cc([C@@H](C(=O)O)C)ccc1c1ccccc1
422,O=C(C)/C=C/c1cn(C)c2c1cccc2
423,c1c2c(ccc1F)C(=O)N(C(=O)[C@@]12CC(=O)NC1=O)Cc1ccc(cc1F)Br
424,COC[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=CC4=C3[C@H](C[C@]12C)c1ccc(/C=N/O)cc1)OC
425,c1(ccccc1)CC[C@H](CS)C(=O)N[C@H](C(=O)O)[C@H]1CC[C@@H](S1)CN1CNNN1
426,C(Cc1ccc(cc1)CCSC(=N)N)SC(=N)N
427,C1(=N[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO)NO
428,O=C1N2CC(=NC(=C2N[C@]1(OO)Cc1cc2ccccc2cc1)Cc1ccccc1)c1ccc(cc1)O
429,c1c(c(/C=C/S(=O)(=O)Cc2ccc(c(c2)NCC(=O)O)OC)c(cc1OC)OC)OC
430,C1CC(=O)[C@@H](O)[C@@H]1n1cnc2c(N)ncnc12
431,n1(c(=O)[nH]c(=O)cc1)[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@@H]1O
432,C1CCCCN1C1CCNCC1
433,o1c(c(c2c(cccc12)OCCCNCc1cccnc1)C)C(=O)c1n(C)ccn1
434,C1C[C@@H](O)C[C@H]2[C@H]([C@@H](O)[C@@H]3[C@@H]([C@@]12C)CC[C@]1([C@H]3CC[C@@H]1[C@H](C)CCC(=O)O)C)CC
435,Clc1ccccc1c1c(cc(cc1)NC(=O)/C(=C(/C)\O)/C#N)Cl
436,c1cc(ccc1n1ccc(c(c1=O)C(=O)Nc1ccc(c(c1)F)Oc1ccnc(c1Cl)N)OCC)F
437,C(=O)(O)[C@H](C(=O)C)N
438,C(=O)(CCC/C=C\C[C@H]1[C@H](CC(=O)[C@@H]1/C=C/[C@H](CCCCC)O)O)O
439,c12c(cccc1)b(n(nc2)S(=O)(=O)c1ccc(cc1)C)O
440,O=C1O[C@@H]([C@H](/C=C/[C@@H](C[C@@H]([C@H](CC[C@H](C[C@@H]([C@H]([C@H]2CC(=CC(=O)O2)C[C@@H](C/C(=C/C=C/1)/C)OC)C)OC)OC)C)OC)OC)C)[C@@H](C)[C@@H](OC)[C@@H](C)CCC(=O)[C@H](C)[C@H](OC)CC
441,C1C[C@H](OC(=O)CCC(=O)O)C[C@@H]2CC[C@@H]3[C@@H]([C@@]12C)CC[C@]1([C@H]3CC[C@@H]1C(=O)C)C
442,FC(F)(F)c1cc(ccc1)Nc1ncccc1C(=O)O
443,F[C@H]1C[C@H](n2c(=O)[nH]c(=O)cc2)O[C@@H]1COC(c1ccccc1)(c1ccccc1)c1ccccc1
444,c1c(Br)c(O)c(Br)cc1c1ccccc1
445,COc1c(OC)cc(cc1OC)Nc2nc(ncn2)Nc(cc3)cc(Cl)c3OC
446,Oc1ccc(cc1)C(=O)N[C@H]1[C@@H](CCCNC1)OC(=O)c1ccc(cc1)C(=O)c1ccccc1O
447,[C@H]12C(=O)[C@H]3C[C@H](C[C@@H](C1)C3)C2
448,Clc1c2cc(O)ccc2nn1C1=CCC(=O)C=C1
449,O1[C@@H]([C@@H](Cc2c(cc(cc12)O)O)O)c1cc(c(c(c1)O)O)O
450,Cn1nc(c(Br)c1C(F)(F)F)c1cc(C(=O)O)c(Cl)cc1F
451,C1C[C@H]([C@H]2C(=NC(=O)C=C2)C1)NCCCCCCCCC/C=N\c1c2c(nc3c1CCCC3)cccc2
452,N(CC(=O)c1nnc(o1)C(C)(C)C)C
453,C1(=NC2=NC=N[C@H]2C(=N1)OCC(=O)C(C)C)N
454,COc(c1)ccc(OC)c1CN(C)c(c2)cnc(c23)nc(N)nc3N
455,Cc1nc(n[nH]1)-c2c(cccc2)Nc3ncnc(c34)[nH]cc4
456,n1(cncc1)CC(=O)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3
457,CC/C=C\c1cc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CCc2cc1O
458,[C@H]12CC[C@]3(C)[C@H](O)[C@H](O)C[C@H]3[C@@H]1CCc1cc(O)ccc21
459,O[C@H]1[C@@H]2O[C@](C(=O)O)(C)OC[C@H]2O[C@@H](O)[C@H]1O
460,n1cnc2c(c1NCC=C(C)C)ncn2[C@H]1[C@H](O)[C@H](O)[C@H](O1)CO
461,[C@@H]1([C@@H]([C@H]([C@@H]([C@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
462,c1(ccc(cc1)c1ccc(cc1)OCCC(=O)NO)C#N
463,c1c(cccc1C(=O)O)OCCCCCCC
464,Oc1ccc(cc1[C@H](CC)C)C(=O)N[C@H]1[C@@H](CCCNC1)OC(=O)c1ccc(cc1)C(=O)c1cc(OC)ccc1O
465,Fc1ccc(cc1)NNC1=C(N=N[C@@H]1N)N
466,C1C2=C(C[C@H]3[C@H]4[C@@](CC[C@@H]3[C@@]2(C)[C@H]2C[C@H]2C1=O)(C)[C@](CC4)(C(=O)C)OC(=O)C)Cl
467,S(=O)(=O)(N)c1ccc(NC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1
468,O[C@@H]1c2c(cccc2)C[C@H]1NC(=O)C1=Nc2c(C1)cc(s2)Cl
469,C1(=O)N=C2[C@@H](C=C1)[C@]1(/C(=C/C)/[C@@H](C2)C=C(C1)C)N
470,C=CC1=C(N2[C@H](SC1)[C@H](NC(=O)/C(=N/OCC(=O)O)/c1nc(sc1)N)C2=O)C(=O)O
471,O=C1CC(C)(C)Cc2ncnc(c12)N
472,c12cc(CC[C@@H](CCc3cccc(C[C@@](C(=O)OC1)(C)N)c3)C)nc(c2)N(S(=O)(=O)C)C
473,O=C(O)CCCCCCC/C=C\CC/C=C/C=C\CC
474,c1cc2c(cc1CN1C(=O)[C@H](CC1)NS(=O)(=O)c1cc3c(cccn3)s1)c(ncc2)N
475,CNc(n1)[nH]c(c12)cc3c(c2)c(=O)[nH]c(n3)N
476,O[C@H](CCN)c1cc(ccc1)OCC1CCCCC1
477,c1cc2c(cc1OCCCP(=O)(O)O)c(c(n2Cc1ccccc1)C)CC(=O)N
478,C=CCN(C/C=C/COc1cc2n(nc(c2cc1F)c1ccc(cc1)Br)C)C
479,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C
480,[C@H]1(O)[C@H](O)CN([C@@H]1CO)C[C@@H](O)[C@@H](CO)OS(O)(O)O
481,n1c(c2c(nc1)n(cc2I)[C@H]1[C@@H]([C@@H]([C@H](O1)C)O)O)N
482,c1ccccc1NC(=O)Nc1cc(C(C)(C)C)nn1c1cc(ccc1)N
483,O(C)c1ccc(cc1)c1c(c(ccc1S(=O)(=O)C)[C@@H](c1c(=O)n([nH]c1)C(C)(C)C)O)C
484,C(=O)C[C@@H](CCCCCCCCCCCC)O
485,c1c2c(cc(c1)C(=O)O)oc(c1c(cccc1Cl)Cl)n2
486,c1c(O)c(OC)cc2[C@H](C(=O)NO)N(CCc12)S(=O)(=O)c1ccc(OC)cc1
487,c1(c(cccc1)CS(=O)(=O)C[C@@H](C(=O)NCC#N)OC(=O)N1CCOCC1)OC(F)F
488,c1(c(c2ccnc(c2)C(C)(C)C(F)(F)F)sc(n1)NC(=O)N1[C@H](C(=O)N)CCC1)C
489,n1c(nc(c(c1N)c1ccccc1)CC)N
490,C(=O)(N[C@@H](CCC(=N)N)C(=O)NCc1ccc(cc1)C(=N)N)[C@@H]([C@@H](CC)C)NS(=O)(=O)Cc1cc(ccc1)C(=O)O
491,C(O)c1ccccc1
492,O=C(OC)[C@]1(c2cc3c(cc2OC)N(C)[C@@H]2[C@@]43CC[N@]3[C@H]4[C@](C=CC3)(CC)C[C@@]32C(=O)N(C(=O)O3)CCCl)C[C@H]2C[N@](C[C@](C2)(O)CC)CCC2=c3c(=N[C@H]12)cccc3
493,N1(S(=O)(=O)c2cc(C(=O)Nc3c(cccc3)C(=O)O)ccc2)Cc2c(CC1)cccc2
494,c1(ccc(cc1)C(=N)N)OCCCOc1ccc(cc1)C(=N)N
495,Nc1nc(=O)c2nn(nc2[nH]1)c1cccc(c1)C(=O)NCc1ccccc1Sc1ccccc1CO
496,C1[C@H](C[C@@H]([C@@H](C)O1)O)O
497,N1C(=O)[C@@H](c2cc(ccc12)Br)/N=N/c1ccc(cc1)S(=O)(=O)N
498,c1c(ccc2ccccc12)C[C@@H](C(=O)O)N
499,C1(=Nc2c([C@H](N1)N)cc(cc2)CN(c1cc(c(c(c1)OC)OC)OC)C)N
500,c1(c(cc2c(c1)c(ncn2)Nc1cc(c(cc1)F)Cl)OC)N
501,OC(=O)[C@@H]1[C@H](CC[C@H](N2C(=O)N[C@](C=C2)(N)O)O1)NC(=O)C[C@@H](N)CCN(C)C(=N)N
502,c1cc(ccc1C(=O)NCc1c(c(c(c(c1F)F)F)F)F)S(=O)(=O)N
503,c1ccccc1C1=NO[C@@]2(C1)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O
504,C1CCCCC1C[C@@H](N)[C@H](O)C(=O)NNc1ccc(cc1)C
505,Clc1ccc(cc1)CN(c1n[nH]nn1)Cc1ccc(Cl)cc1
506,OC(O)([C@H](CCSC)N)c1ccccn1
507,N1=c2ccc(cc2=C(CCC(=O)O)C1)OC
508,C1COCCN1C1=N[C@@H](c2c(N1)n(S(=O)(=O)C)cc2)c1cnc(N)nc1
509,O=C(O)CC[C@H](NC(=O)c1ccc(cc1)N(C(=O)/C=C/c1c(ncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)N)Cc1nc2c(nc(N)[nH]c2=O)cc1)C(=O)O
510,O=C(C)N[C@@H]([C@H](O)/C=C\CC)CO
511,[H]/N=C(N)\c(c1)ccc(c12)cccc2NC3=NCC=CN3
512,C1CC1CN2CCN(CC2)[C@@H](CC3)CC[C@@H]3NC(=O)c4cc(OC)c(cc4)Nc(nc5)nc(c56)N(C(C)C)[C@@H](CC)C(=O)N6C
513,c1(ccccc1N(=O)=O)O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](C)O1
514,BrC1=CC=C2N=C(C(=O)N)C(=C2C1)S(=O)(=O)N1CCCC1
515,[C@H]1(NCCC/C=C/CCC)[C@H](O)[C@@H](O)[C@H](O)C(=C1)CO
516,n1(cc(c(=O)[nH]c1=O)C)[C@@H]1O[C@@H]([C@@H](F)C1)COP(=O)(O)O
517,CCc1ccc(c(c1C)C(=O)O)NS(=O)(=O)c1ccc(cc1)F
518,c12c(nc(nc1ncc(c2C)CNc1cccc2c1cccn2)N)N
519,c1(ccc(cc1)CC(=O)Nc1n[nH]c2ccc(cc12)N1CCCS1(=O)=O)N1CCCCC1
520,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
521,c1(cc2c(cc1)c(ccc2)C(=O)NC1CC1)Oc1c2c(ncc1)cc(c(c2)OC)OC
522,C1(=N[C@@H]2C(=C(N1)N)C[C@H](CC2)Cn1ccc2c1cccc2)N
523,c1cc(c(cc1/N=C(/NO)\c1c(non1)NCCNS(=O)(=O)N)Br)F
524,N[C@@H]1N=C(C2=NC(=NC2=N1)C(C)C)OCC1CCCCC1
525,n1cnc2c(c1N)ncn2[C@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@H](O1)CO[P@](=O)(O)O[P@](=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCNC(=O)CCC(=O)O
526,O=C(N[C@@H](CC(C)C)C(=O)O)CCCCCCCCCCCn1ccnc1
527,CN(C)CCN(C)c1c(NC(=O)C=C)cc(c(c1)OC)Nc(n2)nccc2-c3cn(C)c(c34)cccc4
528,C1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)N)O)O
529,O=C(N)c1cc2c(nc1)ccn2S(=O)(=O)c1c(N(=O)=O)cccc1
530,c1(ccc(cc1)NC(=S)NN1CCN(C)CC1)S(=O)(=O)N
531,c1cc2c(c(c1)O)C(=O)C1=C(C2=O)[C@@H]2[C@@H](O[C@H]1C)CC(=O)O2
532,OCCCCN
533,O[P@](=O)(O[C@]1(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@H](NC(=O)C)[C@@H](O)C1)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
534,Oc1ccc(cc1)CC[C@@]1(OC(=O)C(=C(O)C1)Sc1cc(c(N)cc1C(C)(C)C)C)C1CCCC1
